"kjønn";"alder";"type justering";"måned";"statistikkvariabel";"13760: Arbeidsstyrken, sysselsatte, arbeidsledige  og utførte ukeverk for personer 15-74 år, etter kjønn, alder, type justering, måned og statistikkvariabel"
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M08";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1897
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M08";"Arbeidsledige (1000 personer)";90
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M08";"Arbeidsstyrken i prosent av befolkningen";73,1
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M08";"Sysselsatte i prosent av befolkningen";70,5
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M08";"Arbeidsledige i prosent av arbeidsstyrken";3,4
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M08";"Befolkningen (1000 personer)";3555
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M09";"Arbeidsstyrken (1000 personer)";2596
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M09";"Sysselsatte (1000 personer)";2506
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M09";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1875
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M09";"Arbeidsledige (1000 personer)";90
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M09";"Arbeidsstyrken i prosent av befolkningen";72,9
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M09";"Sysselsatte i prosent av befolkningen";70,4
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M09";"Arbeidsledige i prosent av arbeidsstyrken";3,5
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M09";"Befolkningen (1000 personer)";3561
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M10";"Arbeidsstyrken (1000 personer)";2595
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M10";"Sysselsatte (1000 personer)";2502
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M10";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1858
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M10";"Arbeidsledige (1000 personer)";93
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M10";"Arbeidsstyrken i prosent av befolkningen";72,8
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M10";"Sysselsatte i prosent av befolkningen";70,2
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M10";"Arbeidsledige i prosent av arbeidsstyrken";3,6
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M10";"Befolkningen (1000 personer)";3567
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M11";"Arbeidsstyrken (1000 personer)";2594
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M11";"Sysselsatte (1000 personer)";2500
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M11";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1859
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M11";"Arbeidsledige (1000 personer)";94
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M11";"Arbeidsstyrken i prosent av befolkningen";72,6
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M11";"Sysselsatte i prosent av befolkningen";70
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M11";"Arbeidsledige i prosent av arbeidsstyrken";3,6
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M11";"Befolkningen (1000 personer)";3572
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M12";"Arbeidsstyrken (1000 personer)";2601
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M12";"Sysselsatte (1000 personer)";2503
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M12";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1867
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M12";"Arbeidsledige (1000 personer)";98
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M12";"Arbeidsstyrken i prosent av befolkningen";72,7
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M12";"Sysselsatte i prosent av befolkningen";70
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M12";"Arbeidsledige i prosent av arbeidsstyrken";3,8
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2009M12";"Befolkningen (1000 personer)";3577
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M01";"Arbeidsstyrken (1000 personer)";2606
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M01";"Sysselsatte (1000 personer)";2508
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M01";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1878
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M01";"Arbeidsledige (1000 personer)";98
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M01";"Arbeidsstyrken i prosent av befolkningen";72,7
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M01";"Sysselsatte i prosent av befolkningen";70
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M01";"Arbeidsledige i prosent av arbeidsstyrken";3,8
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M01";"Befolkningen (1000 personer)";3583
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M02";"Arbeidsstyrken (1000 personer)";2611
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M02";"Sysselsatte (1000 personer)";2505
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M02";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1883
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M02";"Arbeidsledige (1000 personer)";106
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M02";"Arbeidsstyrken i prosent av befolkningen";72,8
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M02";"Sysselsatte i prosent av befolkningen";69,8
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M02";"Arbeidsledige i prosent av arbeidsstyrken";4,1
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M02";"Befolkningen (1000 personer)";3588
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M03";"Arbeidsstyrken (1000 personer)";2605
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M03";"Sysselsatte (1000 personer)";2500
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M03";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1876
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M03";"Arbeidsledige (1000 personer)";105
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M03";"Arbeidsstyrken i prosent av befolkningen";72,5
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M03";"Sysselsatte i prosent av befolkningen";69,6
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M03";"Arbeidsledige i prosent av arbeidsstyrken";4
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M03";"Befolkningen (1000 personer)";3592
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M04";"Arbeidsstyrken (1000 personer)";2604
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M04";"Sysselsatte (1000 personer)";2498
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M04";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1886
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M04";"Arbeidsledige (1000 personer)";106
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M04";"Arbeidsstyrken i prosent av befolkningen";72,4
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M04";"Sysselsatte i prosent av befolkningen";69,4
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M04";"Arbeidsledige i prosent av arbeidsstyrken";4,1
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M04";"Befolkningen (1000 personer)";3597
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M05";"Arbeidsstyrken (1000 personer)";2620
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M05";"Sysselsatte (1000 personer)";2514
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M05";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1879
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M05";"Arbeidsledige (1000 personer)";106
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M05";"Arbeidsstyrken i prosent av befolkningen";72,8
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M05";"Sysselsatte i prosent av befolkningen";69,8
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M05";"Arbeidsledige i prosent av arbeidsstyrken";4
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M05";"Befolkningen (1000 personer)";3601
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M06";"Arbeidsstyrken (1000 personer)";2629
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M06";"Sysselsatte (1000 personer)";2524
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M06";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1872
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M06";"Arbeidsledige (1000 personer)";105
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M06";"Arbeidsstyrken i prosent av befolkningen";72,9
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M06";"Sysselsatte i prosent av befolkningen";70
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M06";"Arbeidsledige i prosent av arbeidsstyrken";4
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M06";"Befolkningen (1000 personer)";3606
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M07";"Arbeidsstyrken (1000 personer)";2629
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M07";"Sysselsatte (1000 personer)";2526
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M07";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1863
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M07";"Arbeidsledige (1000 personer)";103
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M07";"Arbeidsstyrken i prosent av befolkningen";72,8
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M07";"Sysselsatte i prosent av befolkningen";70
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M07";"Arbeidsledige i prosent av arbeidsstyrken";3,9
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M07";"Befolkningen (1000 personer)";3610
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M08";"Arbeidsstyrken (1000 personer)";2623
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M08";"Sysselsatte (1000 personer)";2524
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M08";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1867
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M08";"Arbeidsledige (1000 personer)";100
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M08";"Arbeidsstyrken i prosent av befolkningen";72,6
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M08";"Sysselsatte i prosent av befolkningen";69,8
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M08";"Arbeidsledige i prosent av arbeidsstyrken";3,8
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M08";"Befolkningen (1000 personer)";3614
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M09";"Arbeidsstyrken (1000 personer)";2623
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M09";"Sysselsatte (1000 personer)";2521
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M09";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1886
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M09";"Arbeidsledige (1000 personer)";101
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M09";"Arbeidsstyrken i prosent av befolkningen";72,4
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M09";"Sysselsatte i prosent av befolkningen";69,6
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M09";"Arbeidsledige i prosent av arbeidsstyrken";3,9
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M09";"Befolkningen (1000 personer)";3622
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M10";"Arbeidsstyrken (1000 personer)";2628
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M10";"Sysselsatte (1000 personer)";2529
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M10";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1894
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M10";"Arbeidsledige (1000 personer)";99
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M10";"Arbeidsstyrken i prosent av befolkningen";72,4
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M10";"Sysselsatte i prosent av befolkningen";69,7
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M10";"Arbeidsledige i prosent av arbeidsstyrken";3,8
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M10";"Befolkningen (1000 personer)";3628
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M11";"Arbeidsstyrken (1000 personer)";2630
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M11";"Sysselsatte (1000 personer)";2528
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M11";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1899
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M11";"Arbeidsledige (1000 personer)";102
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M11";"Arbeidsstyrken i prosent av befolkningen";72,4
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M11";"Sysselsatte i prosent av befolkningen";69,6
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M11";"Arbeidsledige i prosent av arbeidsstyrken";3,9
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M11";"Befolkningen (1000 personer)";3632
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M12";"Arbeidsstyrken (1000 personer)";2628
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M12";"Sysselsatte (1000 personer)";2532
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M12";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1898
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M12";"Arbeidsledige (1000 personer)";96
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M12";"Arbeidsstyrken i prosent av befolkningen";72,3
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M12";"Sysselsatte i prosent av befolkningen";69,6
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M12";"Arbeidsledige i prosent av arbeidsstyrken";3,7
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2010M12";"Befolkningen (1000 personer)";3636
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2011M01";"Arbeidsstyrken (1000 personer)";2628
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2011M01";"Sysselsatte (1000 personer)";2533
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2011M01";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1909
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2011M01";"Arbeidsledige (1000 personer)";94
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2011M01";"Arbeidsstyrken i prosent av befolkningen";72,2
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2011M01";"Sysselsatte i prosent av befolkningen";69,6
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2011M01";"Arbeidsledige i prosent av arbeidsstyrken";3,6
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2011M01";"Befolkningen (1000 personer)";3642
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2011M02";"Arbeidsstyrken (1000 personer)";2629
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2011M02";"Sysselsatte (1000 personer)";2540
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2011M02";"Utførte ukeverk (1000 ukeverk) à 37,5 timer";1910
"0 Begge kjønn";"15-74 15-74 år";"3MGG Sesongjustert, 3-måneders glidende gjennomsnitt";"2011M02";"Arbeidsledige (1000 personer)";89
